City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sainte-marie,-20.8968,55.5496,300.24,79,100,6.17,RE,1682776109
362,susuman,62.7833,148.1667,261.19,96,74,0.8,RU,1682776109
363,qaqortoq,60.7167,-46.0333,275.96,45,0,1.5,GL,1682776110
364,mpika,-11.8343,31.4529,294.11,67,69,2.98,ZM,1682776111
365,bardai,11.65,7.2333,310.83,13,96,3.9,NG,1682776111
366,nova xavantina,-14.6667,-52.35,302.77,63,0,1.23,BR,1682776112
367,turbat,26.0023,63.044,300.38,51,66,1.95,PK,1682776113
368,aras-asan,8.8908,126.3033,299.91,88,100,2.41,PH,1682776113
369,arawa,-6.2132,155.5367,298.49,87,18,0.99,PG,1682776114
370,borgo,46.0514,11.4544,296.18,59,100,2.31,IT,1682776115
371,cannonvale,-20.2833,148.7,295.81,84,100,1.11,AU,1682776116
372,nar'yan-mar,67.6713,53.087,269.45,93,8,3.29,RU,1682776116
373,arauca,7.0847,-70.7591,297.15,100,75,1.03,CO,1682776064
374,yerofey pavlovich,53.9667,121.9667,273.29,85,54,1.7,RU,1682776119
375,kimbe,-5.5502,150.1429,298.13,93,100,1.53,PG,1682776119
376,wau,7.7029,27.9953,308.77,28,98,2.6,SS,1682776120
377,bandar lampung,-5.4254,105.258,298.32,90,100,1.03,ID,1682776121
378,vanino,49.0869,140.2543,272.77,77,62,1.11,RU,1682776121
379,fortuna,40.5982,-124.1573,283.67,96,31,0.45,US,1682776122
380,daru,-9.0763,143.2092,299.64,86,77,4.05,PG,1682776122
381,puerto deseado,-47.7503,-65.8938,286.19,40,5,18.54,AR,1682776123
382,manay,7.215,126.5397,299.6,83,100,3.79,PH,1682776124
383,jolo,6.05,121.0167,300.24,84,31,1.7,PH,1682776124
384,caucete,-31.6518,-68.2811,296.25,43,0,3.52,AR,1682776126
385,brookhaven,31.5791,-90.4407,293.6,74,97,2.57,US,1682776126
386,inongo,-1.95,18.2667,297.63,77,100,1.86,CD,1682776128
387,christchurch,-43.5333,172.6333,285.26,89,0,2.57,NZ,1682775935
388,hauterive,46.0901,3.4459,293.57,81,95,2.96,FR,1682776129
389,jhawarian,32.3614,72.6228,298.09,45,100,4.42,PK,1682776130
390,pont rouge,48.8833,-72.0825,281.31,54,100,2.83,CA,1682776130
391,robertsport,6.7533,-11.3686,302.08,74,14,4.34,LR,1682776131
392,kerimaki,61.9167,29.2833,279.12,70,40,1.54,FI,1682776132
393,masterton,-40.9597,175.6575,283.69,97,100,1.98,NZ,1682776132
394,kununurra,-15.7667,128.7333,296.14,83,99,0.0,AU,1682775980
395,fort mcmurray,56.7268,-111.381,274.92,69,0,0.51,CA,1682775924
396,mariental,-24.6333,17.9667,303.56,17,1,2.86,NA,1682776134
397,romanovskaya,47.5426,42.0285,295.3,58,40,1.83,RU,1682776135
398,natal,-5.795,-35.2094,302.27,70,40,4.12,BR,1682775864
399,lumberton,34.6182,-79.0086,296.94,88,20,2.06,US,1682776068
400,ahvaz,31.3203,48.6693,310.12,14,0,5.14,IR,1682776137
401,kaa-khem,51.6833,94.7333,288.18,45,100,1.63,RU,1682776138
402,mahina,-17.5065,-149.489,298.02,83,20,2.57,PF,1682776139
403,mil'kovo,55.6078,37.7956,285.42,33,30,4.43,RU,1682776139
404,camacupa,-12.0167,17.4833,298.74,32,97,1.87,AO,1682776140
405,piacabucu,-10.4056,-36.4344,302.89,66,22,4.22,BR,1682775887
406,jamestown,42.097,-79.2353,284.92,92,100,5.66,US,1682776141
407,gumushkhane,40.4603,39.4814,278.45,100,97,2.12,TR,1682776142
408,leava,-14.3,-178.1667,301.67,78,99,8.32,WF,1682776143
409,saurimo,-9.6608,20.3916,300.61,40,96,2.49,AO,1682776143
410,pangody,65.85,74.4859,269.73,90,100,9.67,RU,1682776145
411,greenville,35.6127,-77.3663,290.16,100,100,0.0,US,1682776145
412,miramichi,47.0043,-65.4654,282.4,52,45,2.55,CA,1682776146
413,kutum,14.2,24.6667,305.33,8,100,6.09,SD,1682776146
414,luena,-11.7833,19.9167,299.24,35,7,2.95,AO,1682776147
415,botshabelo,-29.2702,26.7052,297.8,14,0,7.01,ZA,1682776147
416,kitimat,54.0524,-128.6534,282.36,88,100,1.75,CA,1682776148
417,san luis de la loma,17.2706,-100.8939,298.8,51,20,0.73,MX,1682776149
418,nelson bay,-32.7167,152.15,290.42,97,100,4.92,AU,1682775879
419,banamba,13.55,-7.45,313.13,8,7,1.72,ML,1682776150
420,nogliki,51.8333,143.1667,269.12,92,5,1.82,RU,1682776150
421,solnechnyy,50.7214,136.6319,272.27,82,11,1.91,RU,1682776151
422,zhaqsy,51.9083,67.3133,290.15,42,2,6.15,KZ,1682776151
423,bengkulu,-3.8004,102.2655,299.0,89,100,1.85,ID,1682776152
424,coquimbo,-29.9533,-71.3436,288.0,77,0,3.6,CL,1682775947
425,okhotsk,59.3833,143.3,269.95,92,25,1.39,RU,1682776154
426,aoulef,26.9667,1.0833,313.46,6,0,3.21,DZ,1682776154
427,sitka,57.0531,-135.33,281.09,87,100,4.12,US,1682776156
428,esil,51.9556,66.4042,291.09,40,0,7.66,KZ,1682776156
429,burutu,5.3509,5.5076,304.08,63,96,2.15,NG,1682776157
430,chitipa,-9.7024,33.2697,294.59,78,97,2.47,MW,1682776157
431,harrodsburg,37.7623,-84.8433,287.47,78,100,3.42,US,1682776158
432,nova vicosa,-17.8919,-39.3719,301.1,68,11,2.1,BR,1682776161
433,kapiri mposhi,-13.9652,28.6809,298.64,33,57,2.25,ZM,1682776161
434,mamfe,5.754,9.3123,300.8,74,97,0.95,CM,1682776163
435,kavieng,-2.5744,150.7967,301.22,79,23,4.09,PG,1682776164
436,kota kinabalu,5.9749,116.0724,300.14,94,20,1.54,MY,1682776147
437,lae,-6.7221,146.9847,298.36,92,100,2.44,PG,1682776165
438,eureka,40.8021,-124.1637,283.82,96,23,0.45,US,1682776166
439,betul,21.9153,77.8961,295.58,73,99,3.98,IN,1682776166
440,shizunai-furukawacho,42.3339,142.3669,282.38,91,100,5.01,JP,1682776167
441,jiazi,22.8779,116.067,296.09,72,100,4.63,CN,1682776168
442,frankenmuth,43.3317,-83.738,283.54,97,100,2.57,US,1682775934
443,chaumont,48.1167,5.1333,287.8,78,100,4.13,FR,1682776169
444,lodwar,3.1191,35.5973,303.55,49,100,5.41,KE,1682776169
445,forster,-32.1667,152.5167,290.45,96,100,2.83,AU,1682776170
446,quepos,9.4236,-84.1652,301.55,71,100,0.91,CR,1682776171
447,toliara,-23.35,43.6667,299.28,65,0,4.62,MG,1682776171
448,qusmuryn,52.4503,64.6311,290.32,38,2,6.43,KZ,1682776172
449,ixtlan del rio,21.0333,-104.3667,291.58,35,20,1.65,MX,1682776172
450,haiku-pauwela,20.9219,-156.3051,294.84,87,100,2.06,US,1682776177
451,la passe,45.5549,-0.8967,295.38,76,100,5.32,FR,1682776178
452,puerto san jose,13.9256,-90.8244,301.49,68,99,3.0,GT,1682776178
453,yinchuan,38.4681,106.2731,288.96,10,0,1.02,CN,1682776179
454,as sulayyil,20.4607,45.5779,310.29,17,65,1.4,SA,1682776179
455,dryden,49.7833,-92.7503,275.31,69,100,1.03,CA,1682776180
456,ghanzi,-21.5667,21.7833,305.17,20,44,1.97,BW,1682776181
457,beira,-19.8436,34.8389,301.2,58,20,2.6,MZ,1682776181
458,siwa oasis,29.2041,25.5195,297.92,19,1,4.78,EG,1682776182
459,hithadhoo,-0.6,73.0833,301.34,73,92,2.27,MV,1682776182
460,aljezur,37.3191,-8.8033,295.39,64,59,5.63,PT,1682776184
461,sisimiut,66.9395,-53.6735,274.03,67,15,1.97,GL,1682776185
462,tanumah,27.1,44.1333,305.62,10,0,5.14,SA,1682776186
463,guanhaes,-18.775,-42.9325,293.44,90,100,1.43,BR,1682776187
464,selkirk,50.1436,-96.8845,280.43,85,99,3.25,CA,1682776187
465,jumla,29.2747,82.1838,282.31,93,100,1.51,NP,1682776188
466,cidreira,-30.1811,-50.2056,294.71,69,0,6.22,BR,1682776189
467,san felipe,10.3399,-68.7425,301.94,69,100,1.18,VE,1682776189
468,lodja,-3.4833,23.4333,294.78,95,100,1.13,CD,1682775936
469,obo,5.3998,26.4869,303.21,44,97,3.08,CF,1682776190
470,weno,7.4515,151.8468,300.12,94,100,2.06,FM,1682776191
471,mkushi,-13.6202,29.3939,297.91,41,39,2.41,ZM,1682776191
472,kos,36.8933,27.2889,290.84,50,45,10.04,GR,1682776192
473,sofo-birnin-gwari,11.0154,6.7804,309.97,19,99,2.6,NG,1682776192
474,iskateley,67.6803,53.1512,269.37,93,8,3.19,RU,1682776193
475,ocher,57.8904,54.7202,287.43,41,21,1.46,RU,1682776193
476,lerwick,60.1545,-1.1494,280.15,59,97,8.17,GB,1682776193
477,colonia,50.9333,6.95,288.96,77,75,3.09,DE,1682776194
478,colares,38.7992,-9.4469,296.11,70,40,8.05,PT,1682776194
479,ballina,-28.8667,153.5667,291.92,80,86,4.13,AU,1682776195
480,benidorm,38.5382,-0.131,306.66,62,100,1.46,ES,1682776122
481,tazovsky,67.4667,78.7,269.65,86,100,9.95,RU,1682776196
482,mhamid,29.82,-5.72,311.26,5,0,2.42,MA,1682776197
483,lompoc,34.6391,-120.4579,283.58,84,100,1.79,US,1682776197
484,yuli,9.6989,10.2744,313.88,12,54,3.36,NG,1682776198
485,xilin hot,43.9667,116.0333,277.67,31,63,1.98,CN,1682776199
486,othello,46.826,-119.1753,280.34,58,98,1.15,US,1682776200
487,motueka,-41.1333,173.0167,285.43,88,100,1.94,NZ,1682776201
488,mogok,22.9167,96.5,295.51,40,5,1.11,MM,1682776201
489,taltal,-25.4,-70.4833,292.33,67,0,2.49,CL,1682776202
490,laramie,41.3114,-105.5911,280.24,65,0,1.54,US,1682776203
491,nadym,65.5333,72.5167,270.52,88,100,10.69,RU,1682776203
492,ryki,51.6257,21.9327,290.4,48,59,5.67,PL,1682776204
493,puerto aysen,-45.4,-72.7,281.83,90,86,2.12,CL,1682776031
494,saint-joseph,-21.3667,55.6167,299.36,78,18,4.59,RE,1682776204
495,oban,56.4127,-5.4706,284.1,71,75,3.6,GB,1682776205
496,crane,31.3974,-102.3501,285.89,33,3,5.75,US,1682776205
497,barranca,-10.75,-77.7667,296.97,78,99,2.15,PE,1682776206
498,tangalle,6.024,80.7911,299.24,80,88,3.29,LK,1682776207
499,arenapolis,-14.4503,-56.8461,302.84,62,5,2.11,BR,1682776207
500,fruita,39.1589,-108.729,282.91,47,0,5.66,US,1682776208
501,qamdo,31.1667,97.2333,273.09,74,100,2.26,CN,1682776209
502,minab,27.1467,57.0801,305.33,37,20,4.12,IR,1682776209
503,la gi,10.6667,107.7833,300.45,85,19,5.22,VN,1682776210
504,nouadhibou,20.931,-17.0347,299.14,53,0,6.69,MR,1682776211
505,malvan,16.0667,73.4667,301.3,70,70,5.23,IN,1682776212
506,brookings,44.3114,-96.7984,278.81,87,100,1.34,US,1682776121
507,la sarre,48.8002,-79.1996,282.02,87,100,3.35,CA,1682776214
508,schuylkill haven,40.6307,-76.1711,284.19,98,100,2.24,US,1682776215
509,celestun,20.8667,-90.4,301.23,64,0,5.61,MX,1682776216
510,khagrachhari,23.1,91.9667,301.65,56,98,2.39,BD,1682776217
511,opuwo,-18.0607,13.84,306.22,16,22,4.06,NA,1682776218
512,ar rudayyif,34.3827,8.1555,305.02,15,72,6.05,TN,1682776218
513,bestwig,51.3667,8.4,285.82,81,99,3.35,DE,1682776220
514,port macquarie,-31.4333,152.9167,290.87,80,100,3.75,AU,1682776221
515,pacific grove,36.6177,-121.9166,283.84,95,100,0.45,US,1682776221
516,santa cruz de la palma,28.6835,-17.7642,298.78,64,0,4.63,ES,1682776222
517,nagqu,31.5,92.0,272.95,70,100,3.43,CN,1682776223
518,malango,-2.9627,119.9001,293.75,99,100,0.94,ID,1682776224
519,hilo,19.7297,-155.09,295.16,88,40,1.79,US,1682776224
520,kapa'a,22.0752,-159.319,296.33,88,40,5.14,US,1682776225
521,padangsidempuan,1.3667,99.2667,296.17,97,100,0.58,ID,1682776225
522,ust'-ilimsk,58.0006,102.6619,278.26,88,100,4.6,RU,1682776225
523,kushtia,23.9011,89.1221,302.9,44,84,6.02,BD,1682776226
524,sanming,26.2486,117.6186,289.82,95,100,1.09,CN,1682776226
525,voi,-3.3945,38.563,300.91,59,89,5.43,KE,1682776227
526,bageshwar,29.85,79.7667,289.44,80,100,1.2,IN,1682776227
527,pirallahi,40.4723,50.333,300.23,60,2,3.91,AZ,1682776228
528,metlili chaamba,32.2667,3.6333,309.67,7,0,5.14,DZ,1682776228
529,lokomotivnyy,53.0118,60.5684,290.04,37,0,6.26,RU,1682776229
530,kotma,23.2,81.9667,299.31,51,100,6.56,IN,1682776230
531,bulgan,48.8125,103.5347,283.88,39,85,2.24,MN,1682776230
532,alexandria,31.2156,29.9553,293.45,52,2,9.79,EG,1682776174
533,zhigalovo,54.8097,105.1578,276.45,100,100,1.27,RU,1682776232
534,ribeira brava,32.65,-17.0667,300.21,65,100,2.21,PT,1682776233
535,imbert,19.7537,-70.8291,300.87,52,52,2.21,DO,1682776234
536,holualoa,19.6228,-155.9522,295.06,87,75,2.24,US,1682776234
537,greymouth,-42.4667,171.2,284.11,84,68,1.91,NZ,1682776063
538,nurota,40.5614,65.6886,299.31,14,77,2.6,UZ,1682776235
539,clearwater,27.9659,-82.8001,300.39,75,0,4.63,US,1682775980
540,nabire,-3.3667,135.4833,298.68,90,100,1.21,ID,1682776236
541,anthony,32.004,-106.6058,286.4,43,0,0.0,US,1682776125
542,adrar,20.5022,-10.0711,312.61,4,0,4.18,MR,1682776237
543,bamyan,34.75,67.25,283.85,23,89,8.87,AF,1682776238
544,abadan,30.3392,48.3043,307.12,33,0,6.17,IR,1682776238
545,iowa falls,42.5225,-93.2513,280.26,81,0,7.72,US,1682776239
546,tisul',55.7611,88.3122,278.31,51,6,4.58,RU,1682776240
547,balpyk bi,44.8947,78.2083,290.5,58,99,3.74,KZ,1682776241
548,port-gentil,-0.7193,8.7815,302.13,79,40,2.06,GA,1682776241
549,myeik,12.4333,98.6,301.54,81,67,2.39,MM,1682776242
550,kathu,7.9178,98.3332,299.05,82,99,4.38,TH,1682776243
551,fisterra,42.9049,-9.2629,292.6,87,52,3.53,ES,1682776243
552,sawakin,19.1059,37.3321,303.86,38,2,5.08,SD,1682776244
553,quelimane,-17.8786,36.8883,303.12,58,40,2.68,MZ,1682776203
554,banda aceh,5.5577,95.3222,300.9,79,100,0.97,ID,1682776246
555,arno,60.1167,18.6333,278.03,75,100,3.64,SE,1682776247
556,hanzhong,33.0728,107.0303,287.14,49,1,1.88,CN,1682776248
557,bodo,67.28,14.405,279.17,75,75,4.63,NO,1682776202
558,geraldton,-28.7667,114.6,287.38,77,16,4.12,AU,1682776248
559,ingeniero luis a. huergo,-39.0833,-67.2333,296.42,20,0,12.39,AR,1682776249
560,gersheim,49.15,7.2,286.62,71,100,2.06,DE,1682776249
561,revda,56.801,59.9303,286.33,34,8,1.28,RU,1682776250
562,male,4.1748,73.5089,303.12,79,75,2.57,MV,1682776250
563,hirtshals,57.5881,9.9592,281.15,64,1,12.12,DK,1682776251
564,orchard homes,46.8633,-114.0484,280.53,73,0,0.89,US,1682776252
565,srivardhan,18.0333,73.0167,301.03,66,29,4.25,IN,1682776253
566,yangambi,0.8102,24.4336,298.87,64,95,1.53,CD,1682776254
567,prince george,53.9166,-122.753,278.49,72,0,3.6,CA,1682776255
568,rameswaram,9.2833,79.3,303.49,72,100,7.41,IN,1682776256
569,alekseyevskoye,55.3071,50.1135,295.03,38,66,2.03,RU,1682776256
570,fuyang,32.9,115.8167,286.46,38,0,3.29,CN,1682776258
571,sittwe,20.15,92.9,302.07,77,3,4.96,MM,1682776258
572,port saint john's,-31.6229,29.5448,294.21,80,100,4.81,ZA,1682776259
